assignee,count
エコ．エーアイ プライベート リミテッド,1
コグネックス・コーポレイション,1
"アローヘッド リサーチ コーポレイション, アローヘッド  リサーチ  コーポレイション",1
アルコア  インコーポレイテッド,1
株式会社アルバック,1
"コーニンクレッカ フィリップス エヌ ヴェ, コーニンクレッカ  フィリップス  エヌ  ヴェ",1
アンスティテュ・ミーヌ・テレコム,1
株式会社ハイニックスセミコンダクター,1
株式会社ニコン,1
株式会社トプコン,1
株式会社コルク,1
東京エレクトロン株式会社,1
日東電工株式会社,1
アウロラ、アルット,1
アイロボット・コーポレーション,1
"アイメックＩｍｅｃ, アイメック, カトリーケ・ユニフェルシテイト・ルーヴァンＫａｔｈｏｌｉｅｋｅ Ｕｎｉｖｅｒｓｉｔｅｉｔ Ｌｅｕｖｅｎ, カトリーケ・ユニフェルシテイト・ルーヴァン",1
アルカテル−ルーセント  ユーエスエー  インコーポレーテッド,1
コーニング インコーポレイテッド,1
アライン  テクノロジー，  インコーポレイテッド,1
コールター  インターナショナル  コーポレイション,1
"アジェンシス，インコーポレイテッド, シージェン インコーポレイテッド",1
"日立情報通信エンジニアリング株式会社, 修 広田",1
"サイエンティフィック ナノメディスン, インコーポレイテッドScientific Nanomedicine, Inc., サイエンティフィック  ナノメディスン，インコーポレイテッド",1
インディアナ  ユニヴァーシティ  リサーチ  アンド  テクノロジー  コーポレイション,1
"コニカミノルタ株式会社, 国立大学法人東北大学",1
コミツサリア  タ  レネルジー  アトミーク,1
イー・アイ・デュポン・ドウ・ヌムール・アンド・カンパニー,1
インハ−インダストリー  パートナーシップ  インスチチュート,1
エイコーン・テクノロジイズ・インコーポレーテッド,1
株式会社Ｄｎｐファインケミカル,1
"株式会社東芝, キオクシア株式会社",1
"エアバス ディフェンス アンド スペイス リミテッド, エアバス  ディフェンス  アンド  スペイス  リミテッド",1
"株式会社日立製作所, 財団法人国際超電導産業技術研究センター",1
株式会社日立メディコ,1
"コリア リサーチ インスティチュート オブ スタンダーズ アンド サイエンスＫｏｒｅａ Ｒｅｓｅａｒｃｈ Ｉｎｓｔｉｔｕｔｅ ｏｆ Ｓｔａｎｄａｒｄｓ ａｎｄ Ｓｃｉｅｎｃｅ, コリア  リサーチ  インスティチュート  オブ  スタンダーズ  アンド  サイエンス",1
株式会社パートナーファーム,1
アンブルックス，インコーポレイテッド,1
イェール ユニバーシティー,1
アールエスピー システムズ アクティーゼルスカブ,1
アンリツ株式会社,1
"株式会社リコー, 国立大学法人 東京医科歯科大学",1
コーニンクレッカ フィリップス エヌ ヴェ,1
コンセホ・スペリオル・デ・インベスティガシオネス・シエンティフィカス（セエセイセ）,1
株式会社日本テクノリソース,1
"コルテバ アグリサイエンス エルエルシー, コルテバ  アグリサイエンス  エルエルシー",1
"イオンキュー インコーポレイテッド, デューク ユニバーシティ",1
イミュノジェン・インコーポレーテッド,1
ベンタナ メディカル システムズ， インコーポレイテッド,1
ベンカタ グルプラサド,1
ベロダイン ライダー ユーエスエー，インコーポレイテッド,1
"ディー−ウェイブ システムズ，インコーポレイテッド, ディー−ウェイブ  システムズ，インコーポレイテッド",1
ホアウェイ・テクノロジーズ・カンパニー・リミテッド,1
ディーキン・ユニバーシティー,1
デ，ロシェモント，エル．，ピエール,1
ドイッチェ  テレコム  アーゲー,1
ブルーカー バイオスピン ゲーエムベーハー,1
"ナノコ テクノロジーズ リミテッド, ナノコ  テクノロジーズ  リミテッド",1
ナノシス・インク．,1
トッパン・フォームズ株式会社,1
"ヘルス プロテクション エージェンシー, ヘルス  プロテクション  エージェンシー, アラーガン、インコーポレイテッドＡｌｌｅｒｇａｎ，Ｉｎｃｏｒｐｏｒａｔｅｄ, アラーガン、インコーポレイテッド",1
"プレジデント アンド フェローズ オブ ハーバード カレッジ, マサチューセッツ インスティテュート オブ テクノロジー, カリフォルニア インスティテュート オブ テクノロジー",1
プレジデント・アンド・フェローズ・オブ・ハーバード・カレッジ,1
ディー−ウェイブ システムズ，インコーポレイテッド,1
"ボルケーノ コーポレイション, ボルケーノ  コーポレイション",1
テラ クアンタム アーゲー,1
テンセント・アメリカ・エルエルシー,1
"メルク パテント ゲーエムベーハー, メルク  パテント  ゲーエムベーハー",1
メルク  パテント  ゲーエムベーハー,1
"メルク、パテント、ゲゼルシャフト、ミット、ベシュレンクテル、ハフツングMerck Patent GmbH, メルク、パテント、ゲゼルシャフト、ミット、ベシュレンクテル、ハフツング",1
"ユニバシダデ デ サンチャゴ デ コンポステラ, ユニバシダデ  デ  サンチャゴ  デ  コンポステラ",1
"テクニシェ ウニベルズィテート ベルリン, テクニシェ  ウニベルズィテート  ベルリン",1
マジック  テクノロジーズ，インコーポレーテッド,1
マイクロン  テクノロジー，インコーポレーテッド,1
マイクロソフト  コーポレーション,1
マイクロ−エプシロン・メステヒニク・ゲーエムベーハー・ウント・コンパニー・カー・ゲー,1
"マキューアン テクノロジーズ，エルエルシー, マキューアン  テクノロジーズ，エルエルシー",1
"ナンジン ユニバーシティ, ナンジン  ユニバーシティ, ヤン、フェン",1
ニトン・コーポレーション,1
"ハンド ヘルド プロダクツ インコーポレーティッド, ハンド  ヘルド  プロダクツ  インコーポレーティッド",1
"ノースロップ グラマン システムズ コーポレーション, ノースウェスタン ユニバーシティ",1
"ハンミ サイエンス カンパニー リミテッド, ハンミ  サイエンス  カンパニー  リミテッド",1
ハーン−マイトネル−インスチツート  ベルリン  ゲゼルシャフト  ミット  ベシュレンクテル  ハフツング,1
"ハートフロー， インコーポレイテッド, ハートフロー，  インコーポレイテッド",1
ハネウェル・インターナショナル・インコーポレーテッド,1
ノースロップ・グラマン・スペイス・アンド・ミッション・システムズ・コーポレーション,1
"ハネウェル・インターナショナル・インコーポレーテッドHoneywell International Inc., ハネウェル・インターナショナル・インコーポレーテッド",1
"ブライトウェイ ビジョン リミテッド, ブライトウェイ  ビジョン  リミテッド",1
"フンダシオ インスティチュート デ サイエンセズ フォトニクス, フンダシオ  インスティチュート  デ  サイエンセズ  フォトニクス",1
フラウンホッファー−ゲゼルシャフト  ツァ  フェルダールング  デァ  アンゲヴァンテン  フォアシュンク  エー．ファオ,1
ノキア テクノロジーズ オサケユイチア,1
ブリテイッシュ・テレコミュニケーションズ・パブリック・リミテッド・カンパニー,1
ブリティッシュ・テレコミュニケーションズ・パブリック・リミテッド・カンパニー,1
ブラッコ・イメージング・ソシエタ・ペル・アチオニ,1
フォルシュングスツェントルム ユーリッヒ ゲーエムベーハー,1
パナソニックＩｐマネジメント株式会社,1
"バーディー バイオファーマシューティカルズ インコーポレイテッド, バーディー  バイオファーマシューティカルズ  インコーポレイテッド",1
バルター、メディカル、アクティーゼルスカブ,1
ハー・ツェー・シュタルク・ゲゼルシャフト・ミット・ベシュレンクテル・ハフツング,1
ビオプティックス・インコーポレイテッド,1
ノースウェスタン ユニバーシティ,1
"ヒルティ アクチエンゲゼルシャフト, ヒルティ  アクチエンゲゼルシャフト",1
パーデュー・リサーチ・ファウンデーション,1
ノースロップ  グラマン  システムズ  コーポレーション,1
"ジオメトリクス インコーポレイテッド, ジオメトリクス  インコーポレイテッド",1
"三星電子株式会社, レベジェフ  フィジカル  インスティチュート  オブ  ロシアン  アカデミー  オブ  サイエンス",1
"三菱電機株式会社, 分光計器株式会社",1
三菱化学株式会社,1
"ジーエスケイ ヴァクシンズ エス．アール．エル．, ジーエスケイ  ヴァクシンズ  エス．アール．エル．",1
"ワンキュービー インフォメーション テクノロジーズ インク．, ワンキュービー  インフォメーション  テクノロジーズ  インク．",1
スイスコム  アーゲー,1
"スコット アンド ホワイト ヘルスケア, スコット  アンド  ホワイト  ヘルスケア",1
三星電子株式会社,1
ワイ． スカーレット，キャロル,1
ワンキュービー インフォメーション テクノロジーズ インク．,1
"三菱電機株式会社, 国立大学法人北海道大学",1
古河電気工業株式会社,1
国立大学法人  千葉大学,1
国立大学法人  北海道大学,1
"前田建設工業株式会社, 株式会社共和電業",1
信越半導体株式会社,1
国立大学法人 東京大学,1
"国立大学法人 東京大学, 国立大学法人  東京大学",1
"シンアフィックス ビー．ブイ．, シンアフィックス  ビー．ブイ．",1
国立大学法人  奈良先端科学技術大学院大学,1
シーメンス  メディカル  ソリューションズ  ユーエスエー  インコーポレイテッド,1
"シー・エス・ピー・シー ドフェン コーポレーションＣｓｐｃ Ｄｏｐｈｅｎ Ｃｏｒｐｏｒａｔｉｏｎ, シー・エス・ピー・シー  ドフェン  コーポレーション",1
住友電気工業株式会社,1
"京東方科技集團股▲ふん▼有限公司Ｂｏｅ Ｔｅｃｈｎｏｌｏｇｙ Ｇｒｏｕｐ Ｃｏ．，Ｌｔｄ．, 京東方科技集團股▲ふん▼有限公司",1
ワイス・ホールディングズ・コーポレイション,1
ユニヴェルシテ・ドゥ・ジュネーヴ,1
ユニヴェルシテ ドゥ ジュネーヴ,1
"ソフトキネティック ソフトウェア, ソフトキネティック  ソフトウェア",1
ソマロジック オペレーティング カンパニー インコーポレイテッド,1
ライオス  テヒノロギー  ゲーエムベーハー,1
"ソニー株式会社, ソニー  ピクチャーズ  エンターテインメント  インコーポレイテッド",1
ユニバーシティ オブ メリーランド， カレッジ パーク,1
"ユニバーシティ オブ メリーランド， カレッジ パーク, イオンキュー インコーポレイテッド",1
ティンバー  テクノロジーズ，インコーポレイティド,1
"ソマロジック, インコーポレイテッドSomaLogic, Inc., ソマロジック，インコーポレイテッド",1
ダートマス カレッジ,1
チャルマーズ  インテレクチュアル  プロパティー  ライツ  アクティエボラーグ,1
"ユニバーシティ デ ナント, センター ナショナル デ ラ リシェルシェ サイエンティフィック（シーエヌアールエス）",1
ソウル  バイオシス  カンパニー  リミテッド,1
ライトラボ・イメージング・インコーポレーテッド,1
"レニショウ パブリック リミテッド カンパニーＲｅｎｉｓｈａｗ Ｐｕｂｌｉｃ Ｌｉｍｉｔｅｄ Ｃｏｍｐａｎｙ, レニショウ  パブリック  リミテッド  カンパニー",1
センサーネットリミテッド,1
レイセオン  カンパニー,1
ロシュ  ダイアグノスティックス  ゲーエムベーハー,1
ゼット  −  キャット、インコーポレイテッド,1
"ゼネラル エレクトリック テクノロジー ゲゼルシャフト ミット ベシュレンクテル ハフツングＧｅｎｅｒａｌ Ｅｌｅｃｔｒｉｃ Ｔｅｃｈｎｏｌｏｇｙ ＧｍｂＨ, ゼネラル  エレクトリック  テクノロジー  ゲゼルシャフト  ミット  ベシュレンクテル  ハフツング",1
"セルモザイク， インコーポレイテッド, セルモザイク，  インコーポレイテッド",1
"ロベルト・ボッシュ・ゲゼルシャフト・ミト・ベシュレンクテル・ハフツングＲｏｂｅｒｔ Ｂｏｓｃｈ Ｇｍｂｈ, ロベルト・ボッシュ・ゲゼルシャフト・ミト・ベシュレンクテル・ハフツング",1
スリービー・ファーマシューティカルズ・ゲゼルシャフト・ミット・ベシュレンクテル・ハフツング,1
ロベルト・ボッシュ・ゲゼルシャフト・ミト・ベシュレンクテル・ハフツング,1
"ラム ゴウリンＬａｍ ＧｏｗＬｉｎ, ゴウリン ラム",1
リジェネロン・ファーマシューティカルズ・インコーポレイテッド,1
ゼネラル・エレクトリック・カンパニイ,1
"ルミレッズ ホールディング ベーフェー, ルミレッズ  ホールディング  ベーフェー",1
"リンデ ジャン，, リンデ ジャン，",1
"ゼーナ テクノロジーズ, インク.Zena Technologies, Inc., ゼーナ  テクノロジーズ，インク．",1
"Ｓｉｍｐｌｅｘ Ｑｕａｎｔｕｍ株式会社, Ｓｉｍｐｌｅｘ  Ｑｕａｎｔｕｍ株式会社",1
