search URL:,https://patents.google.com/?q=%28Quantum+Speedup%29&oq=Quantum+Speedup
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
WO-2023065463-A1,"Quantum computing method and apparatus, device, medium, and product ",腾讯科技（深圳）有限公司,"陈玉琴, 张胜誉",2021-10-20,2021-11-26,2023-04-27,,https://patents.google.com/patent/WO2023065463A1/en,https://patentimages.storage.googleapis.com/e7/43/2e/ddae382bbedb53/PCTCN2021133711-appb-300001.png
US-11689223-B2,Device-tailored model-free error correction in quantum processors ,President And Fellows Of Harvard College,"Alan Aspuru-Guzik, Jonathan P. Olson, Jhonathan Romero Fontalvo, Peter D. Johnson, Yudong Cao, Pierre-Luc Dallaire-Demers",2017-09-15,2018-09-14,2023-06-27,2023-06-27,https://patents.google.com/patent/US11689223B2/en,https://patentimages.storage.googleapis.com/b2/dc/49/d427aee3a7dda0/US11689223-20230627-D00000.png
AU-2021225194-B2,Constructing and programming quantum hardware for robust quantum annealing processes ,Google Llc,"Masoud MOHSENI, Hartmut Neven",2014-01-06,2021-09-01,2023-04-27,2023-04-27,https://patents.google.com/patent/AU2021225194B2/en,
US-10824478-B2,Methods and systems for quantum ready and quantum enabled computations ,1Qb Information Technologies Inc.,"Majid Dadashikelayeh, Arman ZARIBAFIYAN",2016-06-13,2018-10-16,2020-11-03,2020-11-03,https://patents.google.com/patent/US10824478B2/en,https://patentimages.storage.googleapis.com/11/fd/94/aef4b074a54f99/US10824478-20201103-D00000.png
US-2023326623-A1,Neutral atom quantum information processor ,"President And Fellows Of Harvard College, Massachusetts Institute Of Technology, California Institute Of Technology","Alexander Keesling Contreras, Hannes Bernien, Sylvain Schwartz, Harry Jay Levine, Ahmed Omran, Mikhail D. Lukin, Vladan Vuletic, Manuel Endres, Markus Greiner, Hannes Pichler, Leo Zhou, Shengtao Wang, Soonwon CHOI, Donggyu Kim, Alexander S. Zibrov",2017-07-13,2023-06-05,2023-10-12,,https://patents.google.com/patent/US20230326623A1/en,https://patentimages.storage.googleapis.com/94/65/d0/fff33b71ad0d28/US20230326623A1-20231012-D00000.png
US-10346761-B2,Adiabatic phase gates in parity-based quantum computers ,"Microsoft Technology Licensing, Llc","David Clarke, Jay Deep Sau, Sankar Das Sarma",2015-09-30,2018-10-26,2019-07-09,2019-07-09,https://patents.google.com/patent/US10346761B2/en,https://patentimages.storage.googleapis.com/9c/1b/02/fa631f4bdcbfa8/US10346761-20190709-D00000.png
US-2021019647-A1,Systems and methods for machine learning ,D-Wave Systems Inc.,"William G. Macready, Firas Hamze, Fabian A. Chudak, Mani Ranjbar, Jack R. Raymond, Jason T. Rolfe",2016-03-07,2020-09-24,2021-01-21,,https://patents.google.com/patent/US20210019647A1/en,https://patentimages.storage.googleapis.com/fd/93/87/ece96907594f6e/US20210019647A1-20210121-D00000.png
CA-2669816-C,"Systems, methods and apparatus for local programming of quantum processor elements ","D-Wave Systems, Inc., Andrew J. Berkley, Paul I. Bunyk, Geordie Rose","Andrew J. Berkley, Paul I. Bunyk, Geordie Rose",2006-12-05,2007-12-04,2017-03-07,2017-03-07,https://patents.google.com/patent/CA2669816C/en,
US-11736279-B2,"Entangled links, transactions and trees for distributed computing systems ",Eric Litak,Paul Borrill,2013-07-15,2019-05-17,2023-08-22,2023-08-22,https://patents.google.com/patent/US11736279B2/en,https://patentimages.storage.googleapis.com/02/54/85/02d0304f6e4c77/US11736279-20230822-D00000.png
WO-2008151427-A1,"Systems, methods, and apparatus for recursive quantum computing algorithms ",D-Wave Systems Inc.,Geordie Rose,2007-06-12,2008-06-10,2008-12-18,,https://patents.google.com/patent/WO2008151427A1/en,
US-2018349605-A1,Adversarial quantum machine learning ,"Microsoft Technology Licensing, Llc","Nathan O. Wiebe, Ram Shankar Siva Kumar",2017-06-05,2017-06-15,2018-12-06,,https://patents.google.com/patent/US20180349605A1/en,https://patentimages.storage.googleapis.com/fa/85/b1/f9ef36cee4afc2/US20180349605A1-20181206-D00000.png
US-11621836-B2,Quantum resistant blockchain with multi-dimensional quantum key distribution ,"Nxgen Partners Ip, Llc",Solyman Ashrafi,2018-11-08,2020-07-07,2023-04-04,2023-04-04,https://patents.google.com/patent/US11621836B2/en,https://patentimages.storage.googleapis.com/91/c7/f9/cdc9eeea4b6f30/US11621836-20230404-D00000.png
US-11604644-B1,Accelerating hybrid quantum/classical algorithms ,"Rigetti & Co, Llc",Nicholas C. Rubin,2017-05-02,2018-03-11,2023-03-14,2023-03-14,https://patents.google.com/patent/US11604644B1/en,https://patentimages.storage.googleapis.com/6f/55/df/948e15a8b20b82/US11604644-20230314-D00000.png
US-10069573-B2,Optical ising-model solver using quantum annealing ,Raytheon Bbn Technologies Corp.,"Hari Kiran Krovi, Saikat Guha",2016-03-10,2017-02-03,2018-09-04,2018-09-04,https://patents.google.com/patent/US10069573B2/en,https://patentimages.storage.googleapis.com/ef/8f/59/ba732fd310e640/US10069573-20180904-D00000.png
US-10262276-B2,"Quantum processor, and method of quantum processing ",Socpra Sciences Et Genie S.E.C.,"Shruti PURI, Arne L. GRIMSMO, Alexandre Blais, Christian KRAGLUND ANDERSEN",2017-05-29,2018-05-24,2019-04-16,2019-04-16,https://patents.google.com/patent/US10262276B2/en,https://patentimages.storage.googleapis.com/35/18/6c/cd1dcb5fa8dcce/US10262276-20190416-D00000.png
US-2017286859-A1,Quantum processor with instance programmable qubit connectivity ,D-Wave Systems Inc.,"Richard G. Harris, Paul I. Bunyk, Mohammad H.S. Amin, Emile M. Hoskinson",2014-04-23,2017-06-21,2017-10-05,,https://patents.google.com/patent/US20170286859A1/en,https://patentimages.storage.googleapis.com/7a/c4/a1/150e2c781e1a84/US20170286859A1-20171005-D00000.png
US-10489477-B2,Systems and methods for removing unwanted interactions in quantum devices ,D-Wave Systems Inc.,Trevor Michael Lanting,2014-03-12,2018-05-18,2019-11-26,2019-11-26,https://patents.google.com/patent/US10489477B2/en,https://patentimages.storage.googleapis.com/27/35/8d/f6d5ce1b4d0c74/US10489477-20191126-D00000.png
US-11710062-B2,Parallel multi-qubit operations on a universal ion trap quantum computer ,"University Of Maryland, College Park, IonQ, Inc.","Caroline FIGGATT, Aaron OSTRANDER, Norbert M. LINKE, Kevin A. LANDSMAN, Daiwei ZHU, Dmitri MASLOV, Christopher Monroe",2018-06-08,2021-09-23,2023-07-25,2023-07-25,https://patents.google.com/patent/US11710062B2/en,https://patentimages.storage.googleapis.com/71/c6/56/cd606b5d4fc2a7/US11710062-20230725-D00000.png
US-2017293913-A1,System and methods for validating and performing operations on homomorphically encrypted data ,The Governing Council Of The University Of Toronto,"Glenn Gulak, Alhassan KHEDR",2016-04-12,2017-03-24,2017-10-12,,https://patents.google.com/patent/US20170293913A1/en,https://patentimages.storage.googleapis.com/19/96/71/579fa7c02a8933/US20170293913A1-20171012-D00000.png
FI-125333-B,The CDMA Modem ,Interdigital Tech Corp,"Gary Lomp, Fatih Ozluturk, Avi Silverberg",1995-06-30,2014-06-13,2015-08-31,2015-08-31,https://patents.google.com/patent/FI125333B/en,
US-10592216-B1,Development environment for programming quantum computing resources ,"Amazon Technologies, Inc.","David R. Richardson, Marc John Brooker, James Michael Thompson",2017-11-15,2017-11-15,2020-03-17,2020-03-17,https://patents.google.com/patent/US10592216B1/en,https://patentimages.storage.googleapis.com/ff/f0/90/383f03f50a5f23/US10592216-20200317-D00000.png
US-11455564-B2,Qubit allocation for noisy intermediate-scale quantum computers ,President And Fellows Of Harvard College,"Prineha Narang, Will Thomas Finigan, Michael Cubeddu, Yudong Cao, Thomas Richard Lively",2018-10-21,2019-10-21,2022-09-27,2022-09-27,https://patents.google.com/patent/US11455564B2/en,https://patentimages.storage.googleapis.com/bb/f5/4b/530572bf56e52e/US11455564-20220927-D00000.png
US-2019013066-A1,Providing controlled pulses for quantum computing ,International Business Machines Corporation,David J. Frank,2015-09-13,2018-08-30,2019-01-10,,https://patents.google.com/patent/US20190013066A1/en,https://patentimages.storage.googleapis.com/2d/0e/4a/9c43ddfc5345d6/US20190013066A1-20190110-D00000.png
US-2023336729-A1,Video decoding implementations for a graphics processing unit ,"Microsoft Technology Licensing, Llc","Daniel Dinu, Juan Carlos Arevalo Baeza, Barry Friemel, William Chen",2007-06-30,2023-06-26,2023-10-19,,https://patents.google.com/patent/US20230336729A1/en,https://patentimages.storage.googleapis.com/67/07/06/7fc42f345024db/US20230336729A1-20231019-D00000.png
US-2021365827-A1,Fault-tolerant scalable modular quantum computer architecture with an enhanced control of multi-mode couplings betwen trapped ion qubits ,"University Of Maryland, Duke University","Christopher Monroe, Jungsang Kim",2013-08-02,2021-07-23,2021-11-25,,https://patents.google.com/patent/US20210365827A1/en,https://patentimages.storage.googleapis.com/31/e2/ca/f97615397aadda/US20210365827A1-20211125-D00000.png
US-9727823-B2,Systems and methods for achieving orthogonal control of non-orthogonal qubit parameters ,D-Wave Systems Inc.,"Mohammad H. S. Amin, Trevor Michael Lanting, Colin Enderud",2013-07-23,2014-07-23,2017-08-08,2017-08-08,https://patents.google.com/patent/US9727823B2/en,https://patentimages.storage.googleapis.com/d0/c2/8d/51a93212b1f583/US09727823-20170808-D00000.png
ES-2934458-T3,Apparatus and method of memory management in a graphics processing environment ,Intel Corp,"Niranjan L Cooray, Abhishek R Appu, Altug Koker, Joydeep Ray, Balaji Vembu, Pattabhiraman K, David Puffer, David J Cowperthwaite, Rajesh M Sankaran, Satyeshwar Singh, Sameer Kp, Ankur N Shah, Kun Tian",2017-04-07,2018-03-29,2023-02-22,2023-02-22,https://patents.google.com/patent/ES2934458T3/en,
US-11770262-B2,Odd index precomputation for authentication path computation ,Intel Corporation,"Rafael Misoczki, Vikram Suresh, Santosh Ghosh, Manoj Sastry, Sanu Mathew, Raghavan Kumar",2019-06-28,2022-01-05,2023-09-26,2023-09-26,https://patents.google.com/patent/US11770262B2/en,https://patentimages.storage.googleapis.com/90/a7/bd/789b9b08d8367b/US11770262-20230926-D00000.png
US-10509084-B1,Magnetic resonance system and method employing a digital SQUID ,"Hypres, Inc.","Masoud Radparvar, Alan M. Kadin, Elie K. Track, Richard E. Hitt",2009-11-24,2017-04-07,2019-12-17,2019-12-17,https://patents.google.com/patent/US10509084B1/en,https://patentimages.storage.googleapis.com/a2/b0/60/4c4c2843f34127/US10509084-20191217-D00000.png
US-11733387-B2,Adaptive ladar receiver control using spatial index of prior ladar return data ,"Aeye, Inc.","Luis Carlos Dussan, Allan STEINHARDT, Federico Presutti, Joel David Benscoter",2018-10-25,2019-03-18,2023-08-22,2023-08-22,https://patents.google.com/patent/US11733387B2/en,https://patentimages.storage.googleapis.com/ea/62/ea/217c415f979f06/US11733387-20230822-D00000.png
US-2020356889-A1,Systems and methods employing new evolution schedules in an analog computer with applications to determining isomorphic graphs and post-processing solutions ,D-Wave Systems Inc.,"Mohammad H.S. Amin, Mark W. Johnson",2014-06-17,2020-07-23,2020-11-12,,https://patents.google.com/patent/US20200356889A1/en,https://patentimages.storage.googleapis.com/09/01/48/3f14a8b76b0f74/US20200356889A1-20201112-D00000.png
JP-6890401-B2,"Multiple mode storage management device, multiple mode storage device, and its selection latent exposure (SUE) mapping operation method ","三星電子株式会社Ｓａｍｓｕｎｇ Ｅｌｅｃｔｒｏｎｉｃｓ Ｃｏ．，Ｌｔｄ．, 三星電子株式会社","トムリン，アンドリュー, ジョーンズ，ジャスティン",2015-11-13,2016-11-11,2021-06-18,2021-06-18,https://patents.google.com/patent/JP6890401B2/en,https://patentimages.storage.googleapis.com/98/84/da/7487546a1a6f0e/0006890401-2.png
US-11748555-B2,Systems and methods for machine content generation ,Bao Tran,Bao Tran,2021-01-22,2022-01-24,2023-09-05,2023-09-05,https://patents.google.com/patent/US11748555B2/en,https://patentimages.storage.googleapis.com/15/c5/8a/253afb2a4d9ce3/US11748555-20230905-D00000.png
US-10789540-B2,Systems and methods for embedding problems into an analog processor ,D-Wave Systems Inc.,"Andrew D. King, Robert B. Israel, Paul I. Bunyk, Kelly T. R. Boothby, Steven P. Reinhardt, Aidan P. Roy, James A. King, Trevor M. Lanting, Abraham J. Evert",2016-04-18,2017-04-13,2020-09-29,2020-09-29,https://patents.google.com/patent/US10789540B2/en,https://patentimages.storage.googleapis.com/45/4f/ab/090a5b67dfce55/US10789540-20200929-D00000.png
US-2021377362-A1,System and Method for Improving Internet Communication by Using Intermediate Nodes ,Bright Data Ltd.,"Derry Shribman, Ofer Vilenski",2013-08-28,2021-08-09,2021-12-02,,https://patents.google.com/patent/US20210377362A1/en,https://patentimages.storage.googleapis.com/cd/e9/04/e0f60f58c5c75f/US20210377362A1-20211202-D00000.png
US-11803772-B2,Quantum computing machine learning module ,Accenture Global Solutions Limited,"Carl Matthew Dukatz, Daniel Garrison, Lascelles Forrester, Corey Hollenbeck",2017-04-19,2019-03-11,2023-10-31,2023-10-31,https://patents.google.com/patent/US11803772B2/en,https://patentimages.storage.googleapis.com/1b/60/33/78c95bd712b8d4/US11803772-20231031-D00000.png
US-2020234176-A1,Quantum phase estimation of multiple eigenvalues ,Google Llc,"Ryan Babbush, Nan Ding",2015-12-30,2020-04-06,2020-07-23,,https://patents.google.com/patent/US20200234176A1/en,https://patentimages.storage.googleapis.com/ad/37/96/cea7887f6541ff/US20200234176A1-20200723-D00000.png
EP-3746954-B1,Universal control for implementing quantum gates ,Google LLC,"Sergio Boixo CASTRILLO, Vadim SMELYANSKIY, Hartmut Neven, Yuezhen NIU",2018-01-31,2018-01-31,2023-09-06,2023-09-06,https://patents.google.com/patent/EP3746954B1/en,https://patentimages.storage.googleapis.com/ab/a7/f1/5bd33f8ed0b087/imgf0001.png
JP-6718994-B2,System and method for quantum processing of data ,"ディー−ウェイブ システムズ インコーポレイテッド, ディー−ウェイブ  システムズ  インコーポレイテッド","ローズ，ジョーディー, ギルダート，スザンヌ, マクレディ，ウィリアム，ジー．, ウォリマン，ドミニク，クリストフ",2013-06-28,2019-01-08,2020-07-08,2020-07-08,https://patents.google.com/patent/JP6718994B2/en,
US-10839306-B2,Hardware-efficient variational quantum eigenvalue solver for quantum computing machines ,International Business Machines Corporation,"Antonio Mezzacapo, Jay M. Gambetta, Abhinav Kandala, Maika Takita, Paul K. Temme",2017-09-22,2019-04-17,2020-11-17,2020-11-17,https://patents.google.com/patent/US10839306B2/en,https://patentimages.storage.googleapis.com/76/82/dd/17c950d32e6c4b/US10839306-20201117-D00000.png
US-2018246851-A1,Methods and systems for unified quantum computing frameworks ,1Qb Information Technologies Inc.,"Arman ZARIBAFIYAN, Ehsan ZAHEDINEJAD",2016-12-30,2018-02-20,2018-08-30,,https://patents.google.com/patent/US20180246851A1/en,https://patentimages.storage.googleapis.com/e7/ed/3b/9aafecefd7ba1c/US20180246851A1-20180830-D00000.png
US-10592816-B1,Quantum computation for optimization in exchange systems ,Accenture Global Solutions Limited,"Kung-Chuan Hsu, Marc Carrel-Billiard, Max Howard, Carl Matthew Dukatz, Kirby James Linvill, Shreyas Ramesh",2018-12-03,2019-04-30,2020-03-17,2020-03-17,https://patents.google.com/patent/US10592816B1/en,https://patentimages.storage.googleapis.com/95/68/33/9587e2eb7592b2/US10592816-20200317-D00000.png
US-10630655-B2,Post-quantum secure private stream aggregation ,Robert Bosch Gmbh,"Daniela Becker, Jorge Guajardo Merchan",2017-05-18,2018-05-15,2020-04-21,2020-04-21,https://patents.google.com/patent/US10630655B2/en,https://patentimages.storage.googleapis.com/f7/a8/f6/220bdcf35fc63b/US10630655-20200421-D00000.png
US-11723541-B2,"Diagnostic method, method for validation of diagnostic method, and treatment method ",Terumo Kabushiki Kaisha,"Mitsuteru Yasunaga, Atsushi Nomura, Kohtaroh Kusu, Yusuke SEKINE, Haruhiko Kamijo",2017-10-25,2018-10-25,2023-08-15,2023-08-15,https://patents.google.com/patent/US11723541B2/en,https://patentimages.storage.googleapis.com/e1/c9/e0/aa85f1c5856d20/US11723541-20230815-D00000.png
US-11303429-B2,Combined SHA2 and SHA3 based XMSS hardware accelerator ,Intel Corporation,"Santosh Ghosh, Vikram Suresh, Sanu Mathew, Manoj Sastry, Andrew H. Reinders, Raghavan Kumar, Rafael Misoczki",2019-06-28,2019-06-28,2022-04-12,2022-04-12,https://patents.google.com/patent/US11303429B2/en,https://patentimages.storage.googleapis.com/48/c4/d4/47f1d68c432381/US11303429-20220412-D00000.png
US-11418490-B2,System and method for managing non-direct URL fetching service ,Bright Data Ltd.,"Derry Shribman, Ofer Vilenski",2019-04-02,2022-01-10,2022-08-16,2022-08-16,https://patents.google.com/patent/US11418490B2/en,https://patentimages.storage.googleapis.com/a2/30/75/115c9661dbbbf2/US11418490-20220816-D00000.png
US-11475367-B2,Systems and methods for training matrix-based differentiable programs ,"Lightmatter, Inc.","Tomo Lazovich, Darius Bunandar, Nicholas C. Harris, Martin B. Z. Forsythe",2018-05-15,2020-06-29,2022-10-18,2022-10-18,https://patents.google.com/patent/US11475367B2/en,https://patentimages.storage.googleapis.com/ca/62/ad/126868103a4f2a/US11475367-20221018-D00000.png
CN-109155007-B,Training quantum optimizer ,微软技术许可有限责任公司,"M·黑斯廷斯, D·维科勒",2016-05-13,2017-05-10,2022-06-03,2022-06-03,https://patents.google.com/patent/CN109155007B/en,https://patentimages.storage.googleapis.com/34/f9/9a/ede9ea1dc1c26e/HDA0001864261320000011.png
US-11675866-B2,System and method for URL fetching retry mechanism ,Bright Data Ltd.,"Derry Shribman, Ofer Vilenski",2019-02-25,2021-01-12,2023-06-13,2023-06-13,https://patents.google.com/patent/US11675866B2/en,https://patentimages.storage.googleapis.com/5b/5b/c9/a09bdadfd0235d/US11675866-20230613-D00000.png
US-8736548-B2,Interactive video based games using objects sensed by TV cameras ,Timothy R. Pryor,Timothy R. Pryor,1997-08-22,2013-03-26,2014-05-27,2014-05-27,https://patents.google.com/patent/US8736548B2/en,https://patentimages.storage.googleapis.com/8d/97/f5/ee7fab5512952f/US08736548-20140527-D00000.png
US-8269260-B2,"Materials, systems and methods for optoelectronic devices ","Invisage Technologies, Inc.","Hui Tian, Edward Sargent",2007-04-18,2011-08-22,2012-09-18,2012-09-18,https://patents.google.com/patent/US8269260B2/en,https://patentimages.storage.googleapis.com/d7/1e/ce/69c775e9bbdd68/US08269260-20120918-D00000.png
JP-6006411-B2,Semiconductor device ,株式会社日立製作所,"地尋 吉村, 地尋 吉村, 山岡　雅直, 雅直 山岡, 関口　知紀, 知紀 関口, 辰也 戸丸, 辰也 戸丸",2013-05-31,2013-05-31,2016-10-12,2016-10-12,https://patents.google.com/patent/JP6006411B2/en,https://patentimages.storage.googleapis.com/94/32/fe/9612d447b066b2/0006006411-17.png
US-9143392-B2,Computing infrastructure ,David D Duchesneau,David D Duchesneau,2007-04-23,2014-03-14,2015-09-22,2015-09-22,https://patents.google.com/patent/US9143392B2/en,https://patentimages.storage.googleapis.com/a7/23/c3/75b5362409dcc5/US09143392-20150922-D00000.png
US-11704586-B2,Systems and methods for analog processing of problem graphs having arbitrary size and/or connectivity ,D-Wave Systems Inc.,"Murray C. Thom, Aidan P. Roy, Fabian A. Chudak, Zhengbing Bian, William G. Macready, Robert B. Israel, Kelly T. R. Boothby, Sheir Yarkoni, Yanbo Xue, Dmytro Korenkevych",2016-03-02,2022-05-09,2023-07-18,2023-07-18,https://patents.google.com/patent/US11704586B2/en,https://patentimages.storage.googleapis.com/c4/44/2a/56ef129b275543/US11704586-20230718-D00000.png
US-2021054454-A1,Methods for biological sample processing and analysis ,"Ultima Genomics, Inc.","Gilad Almogy, Kristopher Barbee, Nathan Beckett",2017-11-17,2020-11-05,2021-02-25,,https://patents.google.com/patent/US20210054454A1/en,https://patentimages.storage.googleapis.com/12/d5/49/4c5b123bcca618/US20210054454A1-20210225-D00001.png
US-2021374590-A1,Physical realizations of a universal adiabatic quantum computer ,D-Wave Systems Inc.,"Jacob Daniel Biamonte, Andrew J. Berkley, Mohammad H.S. Amin",2007-04-05,2020-12-07,2021-12-02,,https://patents.google.com/patent/US20210374590A1/en,https://patentimages.storage.googleapis.com/86/6f/56/fcbe4914d185d1/US20210374590A1-20211202-D00000.png
JP-6454717-B2,Complex inorganic ligands based on oxo and hydroxyl groups of quantum dots ,"コーニンクレッカ フィリップス エヌ ヴェＫｏｎｉｎｋｌｉｊｋｅ Ｐｈｉｌｉｐｓ Ｎ．Ｖ．, コーニンクレッカ  フィリップス  エヌ  ヴェ","ヴィリー ユリウス グルールケ，シュテファン, ヴィリー  ユリウス グルールケ，シュテファン, ジョン ベジュー，パトリック, ジョン ベジュー，パトリック",2014-02-04,2015-01-26,2019-01-16,2019-01-16,https://patents.google.com/patent/JP6454717B2/en,https://patentimages.storage.googleapis.com/6f/82/a0/1c9ca94b577539/0006454717-4.png
US-8018244-B2,Architecture for local programming of quantum processor elements using latching qubits ,D-Wave Systems Inc.,Andrew Joseph Berkley,2007-04-25,2010-10-21,2011-09-13,2011-09-13,https://patents.google.com/patent/US8018244B2/en,https://patentimages.storage.googleapis.com/ea/f3/8e/a5ef1d7e512dbc/US08018244-20110913-D00000.png
US-8175995-B2,Quantum and digital processor hybrid systems and methods to solve problems ,D-Wave Systems Inc.,Mohammad Amin,2008-06-10,2010-11-12,2012-05-08,2012-05-08,https://patents.google.com/patent/US8175995B2/en,https://patentimages.storage.googleapis.com/30/f2/e9/3e0c01f4297f6f/US08175995-20120508-D00000.png
US-8917628-B2,Safe start-up of a network ,Tttech Computertechnik Aktiengesellschaft,"Wilfried Steiner, Harald Angelow, Guenther Bauer",2005-06-28,2012-03-29,2014-12-23,2014-12-23,https://patents.google.com/patent/US8917628B2/en,https://patentimages.storage.googleapis.com/00/7d/4a/f1cf867d9367f8/US08917628-20141223-D00000.png
US-11157817-B2,Discrete variational auto-encoder systems and methods for machine learning using adiabatic quantum computers ,D-Wave Systems Inc.,Jason Rolfe,2015-08-19,2016-08-18,2021-10-26,2021-10-26,https://patents.google.com/patent/US11157817B2/en,https://patentimages.storage.googleapis.com/f2/ea/aa/71b958f66b1722/US11157817-20211026-D00000.png
